RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,2024-01-31,2024-02-29,2024-03-31,2025-01-31,2025-02-28
40260,11591,Parksley,city,VA,VA,,Accomack County,181160.34377325475,181052.00967196593,182431.33563087578,191519.74236903139,191099.53240754679
46489,11820,Melfa,city,VA,VA,,Accomack County,220303.87148161148,221478.41527236157,224479.04488525874,231521.74392838051,231219.58236029011
14436,21998,Wachapreague,city,VA,VA,,Accomack County,248872.014770935,251928.32734435692,253690.06850673596,259439.80235085296,259158.5141345521
44581,11178,Chincoteague,city,VA,VA,,Accomack County,339501.906253374,342381.34832993109,345853.70917645161,361790.20222745812,360532.17288487667
29016,12583,New Church,city,VA,VA,,Accomack County,162407.66669185983,164280.63672777661,166656.38101038805,178730.80691194037,178380.96294700855
45624,20745,Hallwood,city,VA,VA,,Accomack County,116886.3264720946,118318.91311776634,119888.1878916772,128103.06359209494,128182.56490433187
50792,25664,Atlantic,city,VA,VA,,Accomack County,228948.95185964825,229967.48571412312,232423.23646517869,246465.34402249556,248634.80624485409
26658,23542,Quinby,city,VA,VA,,Accomack County,212557.80100942374,215724.139513915,216803.17936448046,211078.44198949044,209299.95683656482
3737,97,Boise,city,ID,ID,"Boise City, ID",Ada County,476188.39543110359,476946.43982694508,478925.219099619,491552.62960840034,492023.68759219378
36693,2098,Kuna,city,ID,ID,"Boise City, ID",Ada County,435557.03810785786,437019.30709897308,439657.411388861,449663.09773101285,450576.78517820948
20629,4859,Star,city,ID,ID,"Boise City, ID",Ada County,565439.32400456734,566121.209709922,568387.95118030068,577401.07548372063,579051.89570265124
46508,327,Meridian,city,ID,ID,"Boise City, ID",Ada County,513261.96566828928,513819.37030311354,516106.258377592,527374.6381842444,527985.31300098728
24464,1870,Eagle,city,ID,ID,"Boise City, ID",Ada County,784298.03742002754,787007.041055349,792753.24559778941,814963.93664659187,815969.49192617775
11572,4468,Garden City,city,ID,ID,"Boise City, ID",Ada County,497308.52598584181,497945.15640757,499817.77615439612,504761.49007690023,505440.223771503
45558,12092,Greenfield,city,IA,IA,,Adair County,148189.91935140741,147555.82756941477,147918.86804532562,153157.7173350747,153021.286650256
27911,8899,Westville,city,OK,OK,,Adair County,162611.9833170443,162612.6998518935,163180.50249184869,174838.09504482194,176879.10264579559
24886,24469,Glens Fork,city,KY,KY,,Adair County,166564.7521714069,166247.27365481772,166765.64555354955,173242.02495582364,174323.42596053219
54564,4861,Stilwell,city,OK,OK,,Adair County,131258.07891856876,130226.42621799705,130028.18812927481,139538.5862703415,140909.41844917365
35415,24358,Knifley,city,KY,KY,,Adair County,117980.90721840905,118242.00048579292,119199.92976094839,124173.68230999062,125303.07419183897
4742,17906,Fontanelle,city,IA,IA,,Adair County,147022.54584677509,145936.36991302136,145603.85782113948,151211.18859115217,150866.31324108577
55622,3671,Columbia,city,KY,KY,,Adair County,136793.13711064192,136304.54406234468,136470.69138118497,145024.56073834276,147055.83127111394
51711,17018,Dexter,city,IA,IA,"Des Moines-West Des Moines, IA",Adair County,242399.00861370095,243399.94011064622,245508.15900126565,259190.3748804341,259248.61106923161
41100,14497,Stuart,city,IA,IA,"Des Moines-West Des Moines, IA",Adair County,190092.02098252252,190597.06968464117,192007.51499649454,202441.39841622766,202633.21914479171
3794,25514,Breeding,city,KY,KY,"Glasgow, KY",Adair County,146474.23247807872,145250.35194748125,144647.12444182139,154418.57523022429,159241.82101279069
396050,18112,Greencastle,city,MO,MO,"Kirksville, MO",Adair County,184282.9662373421,185111.54870328051,185486.65963980355,203872.90403056817,204226.1217025439
8482,24029,Gibbs,city,MO,MO,"Kirksville, MO",Adair County,191455.20822102728,193244.14366680011,195110.92604505341,213170.23433772475,213931.31918266811
18843,4134,Kirksville,city,MO,MO,"Kirksville, MO",Adair County,133969.06497226562,134909.33930079834,136128.67726630866,137210.38822210141,137761.8432964269
51123,18349,Brashear,city,MO,MO,"Kirksville, MO",Adair County,184417.94655456036,185816.36244007305,187134.68589490539,198602.80752420487,198379.84045506627
53644,19499,Novinger,city,MO,MO,"Kirksville, MO",Adair County,139080.71026555644,140613.01163727371,141628.20635523755,148646.86070723052,150039.1555026767
37650,16953,Bunch,city,OK,OK,"Tahlequah, OK",Adair County,152276.00821544413,151728.04926998724,152189.11884364815,161996.04639414078,162929.85318263681
42731,25861,Peebles,city,OH,OH,,Adams County,101758.78195065733,102302.87399540817,103634.34278815704,108435.81550610031,110620.14194504271
27008,10940,Seaman,city,OH,OH,,Adams County,173908.70063565383,173604.90814452516,174433.30131162793,188036.44513581097,189647.24668039184
28646,14768,Grand Marsh,city,WI,WI,,Adams County,157452.71070914174,157765.99427325928,159194.81340314302,169335.85382419007,170778.89711528263
38022,12526,Corning,city,IA,IA,,Adams County,132473.85526394524,131240.55219220647,131437.21956481834,142661.23404714398,144355.93421385228
56259,18425,New Meadows,city,ID,ID,,Adams County,566940.40683627536,568805.73122988082,572125.9196091186,586571.89660255669,589277.9459228334
19641,23948,Nodaway,city,IA,IA,,Adams County,174596.10874387913,174940.51538176325,176143.65722415576,193874.10800354707,196855.08569851253
53092,23110,Lynx,city,OH,OH,,Adams County,136432.68491544839,136509.95442589815,137189.61371926367,145441.27725065826,146516.32872527046
48701,14015,Council,city,ID,ID,,Adams County,351600.21574593632,352647.54104025959,354871.4022282348,366954.88295531267,369756.18791323941
27887,6321,West Union,city,OH,OH,,Adams County,160435.54423616128,160483.99039773562,161313.99262319857,171974.24361583951,173790.1604675304
24805,9380,Friendship,city,WI,WI,,Adams County,176821.00929674646,177732.81016285703,179696.81868163554,193741.09007330003,194908.40956106677
30107,30062,Hettinger,city,ND,ND,,Adams County,114730.23000544043,114698.59152902075,116609.83777077564,127109.512662292,126401.69808273042
30255,16062,Arkdale,city,WI,WI,,Adams County,196806.38628844885,197079.70617167573,198639.56631346219,214660.06040792866,216095.71510412393
42622,10113,Oxford,city,WI,WI,,Adams County,226639.30522161387,226496.66200665673,227806.62469280104,240174.99542014906,242185.53631514622
23403,12422,Adams,city,WI,WI,,Adams County,162310.24386501856,162348.14608073854,163874.78301604264,175652.42902782059,175458.98626622159
55227,9032,Winchester,city,OH,OH,"Cincinnati, OH-KY-IN",Adams County,202493.17126471273,202086.59309907674,203353.04765734039,216300.86292865442,218135.64670067644
25722,10302,Manchester,city,OH,OH,"Cincinnati, OH-KY-IN",Adams County,122699.9965115033,122814.1275590385,123878.08600956072,129979.34285532002,131071.02375417994
9182,11311,Monroe,city,IN,IN,"Decatur, IN",Adams County,287265.68127224775,288911.47827280866,291518.89384644653,306420.69996179605,309196.80256183288
50981,6759,Berne,city,IN,IN,"Decatur, IN",Adams County,209716.49163575665,210495.40312041153,212142.63976117768,223532.7881339814,225676.7012827592
55358,3282,Decatur,city,IN,IN,"Decatur, IN",Adams County,195148.72523249834,196262.16200444044,197892.40765392405,210404.5265226815,212261.94381559125
43802,9027,Geneva,city,IN,IN,"Decatur, IN",Adams County,217883.13178660173,218606.44817814787,220217.94904870886,235478.88906616019,238176.2606572189
120500,8415,Todd Creek,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,913403.85797338886,914116.58756136394,915580.39217184216,939409.30509085336,939302.90237693861
17545,900,Commerce City,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,508920.49329398153,509420.85392933595,510285.340520876,510383.12108528294,508966.39107739268
7811,4147,Welby,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,412473.82939653104,412958.33425274276,413780.44266786979,415279.56043681951,413989.516438908
49882,9463,Strasburg,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,541758.47170104377,541751.9817819423,542067.62111322908,549837.62848804938,549082.3424129436
50963,18837,Bennett,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,434074.61556779878,434581.08706499968,434559.40329062176,436482.917630125,436845.81605374691
52003,4242,Federal Heights,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,409773.16466237855,410476.7227679494,411454.48787595722,407101.99245350627,405704.81780483335
119469,8148,Derby,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,376941.53018595587,377305.55979840533,377967.75482560805,377663.98879485828,376988.14721083717
26213,1650,Northglenn,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,467433.61461333913,468286.29235603026,469577.49251708976,473789.55866633495,472866.20276981086
17163,1503,Brighton,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,507548.22646574583,508282.9568200435,509094.56640408095,509844.00940190122,508688.4256787693
120107,14429,North Washington,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,470629.19353937678,469054.76849745563,468638.15751444921,474408.14565410791,473239.37485850014
20793,257,Thornton,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,525608.67579750752,525970.34118315391,526363.01481421839,529422.53115601919,528304.7453873154
16394,10903,Byers,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,544153.341736572,544175.28545200021,547171.52000085777,567752.30458503577,568420.58674208925
10196,11357,Aspers,city,PA,PA,"Gettysburg, PA",Adams County,288783.49440602603,289945.07219870476,292249.15686588944,304833.906564948,306550.17734343087
33087,4794,New Oxford,city,PA,PA,"Gettysburg, PA",Adams County,264769.00821752724,265951.31447614543,267922.80636453576,279169.14911383245,280866.65809789236
8063,8030,Biglerville,city,PA,PA,"Gettysburg, PA",Adams County,270136.21879313776,271177.92976159748,273486.46711673209,286356.13420794037,288048.98985963559
24856,2293,Gettysburg,city,PA,PA,"Gettysburg, PA",Adams County,325226.39684882748,327142.15743332781,330146.59328292956,342655.779295101,344705.2973565617
50542,4916,Littlestown,city,PA,PA,"Gettysburg, PA",Adams County,302384.30854525615,303983.33307981095,306232.02159166482,317715.9693308167,318431.03556198493
24476,6146,East Berlin,city,PA,PA,"Gettysburg, PA",Adams County,301865.23686357163,302821.2296950302,304813.7333660025,318825.81286712911,319984.80245688051
14739,9183,York Springs,city,PA,PA,"Gettysburg, PA",Adams County,303577.9432599842,305622.23395482817,308738.87480334175,321843.57327960548,324330.48847009352
38470,6244,Fairfield,city,PA,PA,"Gettysburg, PA",Adams County,307994.3215981964,308925.53597575979,310762.62935332092,326765.86091242637,327997.26710027823
43810,9747,Abbottstown,city,PA,PA,"Gettysburg, PA",Adams County,291054.67328298168,292364.86071112135,293943.43828438496,304604.2520172784,306299.89046519756
213172,10728,McSherrystown,city,PA,PA,"Gettysburg, PA",Adams County,219332.92059338451,220650.2353318544,222772.29975523904,232293.22343519298,233513.00467794389
38915,2458,Hastings,city,NE,NE,"Hastings, NE",Adams County,178379.16866546267,179448.92528433702,180877.53282064866,187469.18300883973,188268.97500577581
5366,12503,Juniata,city,NE,NE,"Hastings, NE",Adams County,278925.88248784695,279302.28006408527,280709.64186127507,295293.01632613904,297353.9205755904
9431,25940,Roseland,city,NE,NE,"Hastings, NE",Adams County,212928.90629902124,213438.54550515619,214997.33401204032,230004.92059635403,232077.28660176354
12174,19826,Kenesaw,city,NE,NE,"Hastings, NE",Adams County,191996.58917922471,191226.79712170851,191350.02123965041,196030.06655643007,197659.76024011048
29435,5662,Wisconsin Dells,city,WI,WI,"Madison, WI",Adams County,256712.80231983573,257450.18732874215,259394.45267242266,272762.83647943812,274130.73194493464
12909,2083,Natchez,city,MS,MS,"Natchez, MS-LA",Adams County,100694.41793745582,100398.61802058143,100449.26378723998,106183.96711183501,108327.27412068103
46254,21207,Lind,city,WA,WA,"Othello, WA",Adams County,171118.597055702,172051.56601619956,175067.51557780962,190495.83774452566,191269.05852604206
19792,3391,Othello,city,WA,WA,"Othello, WA",Adams County,310196.45646346058,311440.9371081164,312868.72111401503,320667.86673169892,322372.81139279751
20190,11330,Ritzville,city,WA,WA,"Othello, WA",Adams County,219914.67688894947,219414.6765057556,219560.86481053929,227163.4109439204,228811.99901991338
10455,14690,Blue Creek,city,OH,OH,"Portsmouth, OH",Adams County,168573.31379088241,168981.21557310643,169706.78490151279,185143.54619147154,187259.90057128455
23134,13369,Mendon,city,IL,IL,"Quincy, IL-MO",Adams County,190075.94809406591,189408.73175086314,188284.39352323514,180216.35874794054,178889.44256123865
46239,13489,Liberty,city,IL,IL,"Quincy, IL-MO",Adams County,228246.19953647698,227012.33240089941,225779.27297637449,215420.39446821483,212360.1790094671
19977,23110,Plainville,city,IL,IL,"Quincy, IL-MO",Adams County,184150.17766327094,182097.66149953843,179611.97223314396,166800.53914031212,166690.11521574491
18182,20839,Fowler,city,IL,IL,"Quincy, IL-MO",Adams County,219459.11684479658,218652.71016892698,217758.60492494,220442.77153200991,219802.65749811067
13419,1194,Quincy,city,IL,IL,"Quincy, IL-MO",Adams County,168769.98265160224,167477.40959103362,165876.87315897722,162840.64794398335,162215.65159296911
22638,21014,Ursa,city,IL,IL,"Quincy, IL-MO",Adams County,184132.53924306107,183732.02196874292,183133.60324899663,180907.15981291956,180693.81866080078
17270,16382,Camp Point,city,IL,IL,"Quincy, IL-MO",Adams County,146107.94176827461,145416.00654985468,143427.7408700966,134961.45481744912,134253.9376679892
33360,13283,Payson,city,IL,IL,"Quincy, IL-MO",Adams County,181048.0010564636,180509.29965350591,178772.67255935122,168806.93336572783,166952.96448918327
53503,6781,Nekoosa,city,WI,WI,"Wisconsin Rapids-Marshfield, WI",Adams County,224562.10767405096,225286.69674693837,227188.14304659233,247292.79635782019,249266.41266115394
15017,16965,Addison,city,VT,VT,,Addison County,448530.56325150287,444655.960441734,442093.61541056959,421858.39734399691,420042.81867012125
